Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
743,3,0,1,2,2,<hashtag> gov troops were handed a severe defeat by <hashtag> at Saqlawiya -- there's chatter of over <number> soldiers lost &amp; Jihadis raving about it
744,3,2,1,0,0,<hashtag> was STRAIGHT&gt; That's why the <hashtag> killed him. <hashtag> <hashtag>
745,3,0,2,1,1,<hashtag> lol &<hashtag> Thots be like &<hashtag> RT <user> <user> only great thing these bitches can offer &<hashtag>
746,3,0,2,1,1,<hashtag> so A1 niccas be Tryn talk like me
747,3,0,3,0,1,"<hashtag> hoes thinkin they bad even if they are I will tell her ""bitch calm down u average"""
748,3,0,3,0,1,<hashtag> u better cook and clean for me bitch. Ill give u all my money but I ain't cleanin no dishes and makin my own plate.
750,3,3,0,0,0,<hashtag> is full of white trash
751,3,0,3,0,1,<hashtag> Spanish bitches suck dick by <number> and have babies by <number> because they're already fine and dressing slutty.
752,3,0,3,0,1,<hashtag> Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...
753,3,0,0,3,2,"<hashtag> ""Centuries"" ~FOB"
754,3,0,2,1,1,<hashtag> ...sure. Celebrate over <number> BILLION bird deaths and blame it on <hashtag> you fuckin' <hashtag>
755,3,0,0,3,2,<hashtag> Okay. I'm only going to say it once. COMB yer BEARDS. <hashtag> <hashtag>
756,6,0,0,6,2,<hashtag> : BT feat. Tori Amos - Blue Skies (radio edit) on <hashtag> - <url>
757,3,0,0,3,2,<hashtag> : Great White - Once Bitten Twice Shy on <hashtag> - <url>
758,6,0,0,6,2,<hashtag> : Ian Hunter - Once Bitten Twice Shy on <hashtag> - <url>
759,3,0,0,3,2,<hashtag> : The Doors - The WASP (Texas Radio and the Big Beat) on <hashtag> - <url>
760,3,1,2,0,1,<hashtag> had that YEAH!!... i kno she pussy whipped that other nigga into putting a ring on it.... &<hashtag>
761,3,1,2,0,1,<hashtag> bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed
762,3,0,0,3,2,<hashtag> is on November 10th. Get your early bird tickets from <url> <user> <url>
763,3,0,0,3,2,<hashtag> <number>/<number> on the road! Perfect way to continue after <hashtag> have finished <hashtag> <hashtag> <hashtag> <hashtag>
764,3,0,3,0,1,"<hashtag>
Valerie Jarrett, so I control my reflex to bitch slap her."
765,3,1,2,0,1,<hashtag> my little brother and i hate to admit it but <user> and he knows why. but he's still a lil bitch though. fuck you!
766,3,0,3,0,1,<hashtag> RT <user> How y'all bitches gon breast feed wit nipple rings? &<hashtag>
767,3,0,3,0,1,"<hashtag> why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself"
768,3,0,1,2,2,"<hashtag> <number>
Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen
<url>"
770,3,0,3,0,1,<hashtag> is a bitch. <hashtag>
771,3,0,3,0,1,<hashtag> is still a bitch. <user> got this one wrong. Women fans should be livid! <hashtag>
772,3,2,1,0,0,<hashtag> if u was talkin to my nig or smashed da homies
773,3,0,3,0,1,"<hashtag> You're a hoe. Stop focusing on sucking dick, focus on getting rich"
774,3,0,3,0,1,<hashtag> ......ITS ABOUT SHARING <hashtag> <hashtag> It not about hogging the <hashtag> like a fuckin' gasbag son of a bitch.....
775,3,2,1,0,0,"<hashtag> ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... <hashtag> <hashtag>"
776,3,0,0,3,2,"<hashtag> focus on the <hashtag> that knocked you out last year, and not your hatred of the <hashtag> for um-teen years! LOL!"
777,3,0,3,0,1,<hashtag> with <hashtag> DCYOUNGFLY Dirtymoney24 <hashtag> <hashtag> damn that bitch a BAB!!!! that's a Big ... <url>
778,3,0,0,3,2,<hashtag> <number>-<number>!! Fantastic. Ready for tomorrow's sweep of the disposed O's. <hashtag> 4ever except this month.
779,3,0,1,2,2,<hashtag> Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &<hashtag>
780,3,0,0,3,2,<hashtag> <user> Charlie Lapdance
781,3,0,3,0,1,<hashtag> <user> Fairy Queen. nomg&gt; I fucked <hashtag> panties again...............
782,3,0,2,1,1,<hashtag> to everybody that follow a nicca!!
783,3,0,2,1,1,<hashtag> to my <hashtag> niccas! <hashtag>
784,3,0,2,1,1,<hashtag> to my <hashtag> niccas!
786,3,0,3,0,1,<hashtag> to my exit <number> niccas! <hashtag>
787,3,0,3,0,1,<hashtag> ----&gt;RT <user> Niggahs telling hoes I'm down talking them just so I can't get on &<hashtag> <hashtag>
788,3,0,1,2,2,<hashtag> is for trash.
789,3,2,1,0,0,"<hashtag> RT <user> Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day"
790,3,2,1,0,0,<hashtag> Are you... asian? black? Hawaiian? gay? retarded? drunk?
791,3,3,0,0,0,<hashtag> is full of white trash
792,3,0,3,0,1,<hashtag> on you pussy n%a'z ay <user> i tried to tell n%a'z!!!
794,3,0,0,3,2,<hashtag> RT <user> <number> cases of West Nile virus infections reported in Orange County this year; <number> dead birds found carrying virus
795,3,0,0,3,2,<hashtag> love you forever ling ling &<hashtag> <user> <url>
796,3,0,1,2,2,<hashtag> at <number>:<number> my nicca!
797,3,0,0,3,2,<hashtag> RT <user> David is the Charlie Brown of <hashtag>
798,3,0,3,0,1,<hashtag> son of a bitch moment when you finally get in bed and your bladder decides its time to piss
799,3,0,2,1,1,<hashtag> son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song
800,3,0,3,0,1,<hashtag> son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall
801,3,0,3,0,1,<hashtag> when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch
802,3,0,3,0,1,<hashtag> people who are NEVER happy and bitch-n-moan <number>% of the time.
803,3,2,1,0,0,<hashtag> how to play deez niggas n bitches dat be snakes
804,3,0,3,0,1,<hashtag> give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin
805,6,0,6,0,1,<hashtag> lil bitch follow me ! <url>
806,3,0,3,0,1,<hashtag> You can fuck dem hoes but you better not love dem hoes.
807,3,2,1,0,0,"<hashtag> referred to Zimmerman as a ""creepy ass cracker"". Racist thug."
808,3,2,1,0,0,"<hashtag>
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga"
809,3,0,3,0,1,"<hashtag> ""I made out with <number> bitches!"" <user>"
810,6,0,4,2,1,<hashtag> &<hashtag> fucc nicca <hashtag> <hashtag> <url>
811,3,3,0,0,0,"<hashtag> can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker <hashtag>"
812,3,2,1,0,0,<hashtag> is full of white trash.
814,9,1,0,8,2,<hashtag> <hashtag> BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans <hashtag>
815,3,2,1,0,0,<hashtag> is full of white trash.
816,3,0,0,3,2,<hashtag> Peanut Butter Oreos &lt;<number>
818,3,0,3,0,1,<hashtag> the hoes I wasted time with
819,3,0,3,0,1,<hashtag> it can make a bitch cheat up to four points on the scale of <number> to <number>
820,3,0,0,3,2,<hashtag> Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&<hashtag> <number>!!
821,3,0,0,3,2,<hashtag>
822,3,0,0,3,2,<hashtag> <hashtag> I don't want Arod back.
823,3,0,0,3,2,<hashtag> <hashtag> Let him play the entire inning. That's fitting.
824,3,0,0,3,2,<hashtag> <hashtag> Robertson in. Guy is fantastic. SEC pitcher!!
825,3,0,0,3,2,"<hashtag> <number>, <hashtag> <number>: McCarthy outduels Keuchel in series finale <url>"
826,3,0,0,3,2,<hashtag> <number>-<number>. Nine straight hits. Price... Not your night.
827,3,1,0,2,2,<hashtag> Damn you DirectTv blackout the Yankee game. With a freaking WALK OFF! You're killing me satellite douche.
828,3,0,0,3,2,<hashtag> Damn. Well Joe that move to the bullpen really helped.
829,3,0,0,3,2,<hashtag> I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!
830,3,0,0,3,2,<hashtag> I went to Golds with Cruz in <number> when he was a Sound. No upper /lower body strength.. Hmm now <number> HR hitter. Won't say the S word.
831,3,0,0,3,2,<hashtag> If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.
832,3,0,0,3,2,<hashtag> Nice bounce back <user> Kay. Gotta keep this going!
833,3,0,0,3,2,<hashtag> Pineda needed that <number>'<number>. Great play!
834,3,0,0,3,2,"<hashtag> Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time"
835,3,0,0,3,2,<hashtag> got beaten by a thug
836,3,0,0,3,2,"<hashtag> take all three games in MoTown, I'm callin' it!!! <hashtag>"
837,3,0,0,3,2,<hashtag> wasted Nu&<hashtag> season <hashtag> <hashtag>
838,3,0,3,0,1,"<hashtag> .......start building <hashtag> SO FUCKIN"" BIG they can kill a whole flock of birds in one go&gt;"
839,3,0,3,0,1,<hashtag> .....tattoo our bitches to corrupt as many men as possible to <hashtag> and being a <hashtag> <hashtag> <hashtag>
840,3,1,2,0,1,<hashtag> you're proud to be white trash <hashtag>
841,3,0,3,0,1,<hashtag> &<hashtag> RT <user> There are a few badd ones but idk..mixxed bitches is really where its at tho
842,3,0,3,0,1,"<hashtag> &<hashtag> LA = palm trees and great weather 
Any were else = horrible weather and no bitches&<hashtag>"
843,3,0,3,0,1,<hashtag> <hashtag> <hashtag> <hashtag>
844,3,0,3,0,1,<hashtag> bitches
845,3,0,2,1,1,<hashtag> in this bitch <hashtag> 40st and Washington space A-<number> <url>
847,3,0,3,0,1,<hashtag> leaving hoes w <hashtag>
848,3,0,0,3,2,<hashtag> <hashtag> <hashtag> <hashtag> @ The Draught Horse <url>
849,3,1,2,0,1,<hashtag> KILLED <hashtag> HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. <hashtag> yourself into <hashtag> pockets&gt;
850,3,2,0,1,0,"<hashtag> are MERELY a <hashtag> indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are <hashtag>"
851,3,3,0,0,0,<hashtag> is a job for white trash
852,3,0,1,2,2,<hashtag> cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of <hashtag> and liars.
853,3,0,0,3,2,<hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> wishing&<hashtag> <url>
854,3,0,3,0,1,<hashtag> we don't love these hoes
855,3,0,3,0,1,<hashtag> bitch
856,3,0,0,3,2,"<hashtag> fans, is cody zeller nominating for this years <hashtag> draft? <hashtag>"
857,3,0,3,0,1,<hashtag> anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.
858,3,0,3,0,1,"<hashtag> <hashtag> <hashtag> <hashtag> snappy pappy and his bitch <number>.5x2.<number>"" good thing sable paintbrushes&<hashtag> <url>"
859,3,0,0,3,2,<hashtag> Still hanging in. <hashtag> we need this win. NFL. It's not SUNDAY!!
860,3,0,0,3,2,<hashtag> <hashtag> suiting up again tonight! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
861,6,0,6,0,1,<hashtag> this bitch has his nose pierced &<hashtag> <url>
862,3,0,3,0,1,"<hashtag> don't care got my <hashtag> everywhere, I'm a <hashtag> I'm a <hashtag> I'm totally full of&<hashtag> <url>"
863,3,0,1,2,2,"<hashtag> only, honkies!"
864,3,2,0,1,0,<hashtag> <hashtag> <hashtag> <hashtag> <url>
866,3,0,2,1,1,<hashtag> prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto
867,3,0,0,3,2,<hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <url>
868,3,0,0,3,2,<hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <url>
869,3,0,0,3,2,<hashtag> browngal <hashtag> <hashtag> <hashtag> <url>
870,3,0,2,1,1,<hashtag> bitch GET AT ME &<hashtag> <url>
871,3,0,3,0,1,<hashtag> witcha bitch pussy pussy inda hood ona sofa.wit plastic on it
872,3,0,0,3,2,<hashtag> Shy Glizzy - Awwsome (Remix) (Feat. <number> Chainz &amp; A$AP Rocky) via <user> <url>
873,3,0,3,0,1,<hashtag> can get it but I'm chilling till da bitch hit me up
874,3,0,3,0,1,<hashtag> but niggas is bitches tho RT <user> Boy niggaz b so bitch made u cud kiss em n da mouth!!
875,3,0,0,3,2,<hashtag> <user> <hashtag> better then UR whole team
876,3,0,3,0,1,<hashtag> | <hashtag> | Anal gaping tranny play panty nylon part <url>
877,3,0,3,0,1,<hashtag> | <hashtag> | BBC Anal creampie bitch <url>
878,3,1,2,0,1,<hashtag> | <hashtag> | Blonde tranny ass fucked <url>
879,3,1,2,0,1,<hashtag> | <hashtag> | Hardcore british queer anal pounding <url>
880,3,0,3,0,1,<hashtag> | <hashtag> | Brazilian BBW Babe Drilled in pussy and ass <url>
881,3,0,3,0,1,<hashtag> | <hashtag> | ebony babe pussy <url>
882,3,0,3,0,1,<hashtag> | <hashtag> | Caught a girl rubbing her pussy in nude beach <url>
883,3,0,3,0,1,<hashtag> | <hashtag> | Cute preggie slut big tits plays with swollen pussy <url>
884,3,0,3,0,1,<hashtag> | <hashtag> Up | Another pussy close up <url>
885,3,0,3,0,1,<hashtag> | <hashtag> | Squirting pussy and fingered asshole <url>
886,3,0,3,0,1,<hashtag> | <hashtag> | amateur pussy player milf close up <url>
887,3,0,3,0,1,<hashtag> | <hashtag> | cumshot on beauty pussy closeup <url>
888,3,0,3,0,1,<hashtag> | <hashtag> | pussy fuck close up <url>
889,3,0,3,0,1,<hashtag> | <hashtag> | Young Japanese girl&<hashtag> hairy cunt cre <url>
890,3,0,3,0,1,<hashtag> | <hashtag> | Spicy Oriental Paki Brunette sucks an un <url>
891,3,0,1,2,2,<hashtag> | <hashtag> | paki <url>
892,3,0,1,2,2,<hashtag> | <hashtag> | paki <url>
893,3,0,3,0,1,<hashtag> | <hashtag> | ebony texas bbw with big deep pussy <url>
894,3,0,3,0,1,<hashtag> | <hashtag> | Erotic and wild tits and pussy fucking <url>
895,3,0,3,0,1,<hashtag> | <hashtag> | Blonde tranny whore gets rammed and facialized <url>
896,3,0,3,0,1,<hashtag> | <hashtag> | Dude fists his wife&<hashtag> big pussy <url>
897,3,0,3,0,1,<hashtag> | <hashtag> | More lovely sounds of fisting a loose pussy <url>
898,3,0,2,1,1,<hashtag> | <hashtag> | Whipped Cream Fisting <url>
899,3,0,3,0,1,<hashtag> | <hashtag> | <number> year old hairy pussy cumming on fingers <url>
900,3,0,3,0,1,<hashtag> | <hashtag> | Hairy Florence shoves a dildo in her hairy red pussy <url>
901,3,0,3,0,1,<hashtag> | <hashtag> | Hairy pussy <url>
902,3,0,3,0,1,<hashtag> | <hashtag> | hairy pussy <url>
903,3,0,3,0,1,<hashtag> | <hashtag> | Hand job and cum on rubber pussy <url>
904,3,0,3,0,1,<hashtag> | <hashtag> | Amateur boy fucking bitch hiddencam <url>
905,3,0,3,0,1,<hashtag> | <hashtag> | Candid pussy shots from a hidden c <url>
906,3,0,3,0,1,<hashtag> | <hashtag> | Home made. My wife rubbing her pussy <url>
907,3,0,3,0,1,<hashtag> | <hashtag> | Using my submissive bitch outdoor. Home made amateur <url>
908,3,0,3,0,1,<hashtag> | <hashtag> | my baby pussy <url>
909,3,1,2,0,1,<hashtag> | <hashtag> | Pretty young Japanese girl&<hashtag> hot cunt fucked &amp; c | <url>
910,3,0,3,0,1,<hashtag> | <hashtag> | Young Japanese girl&<hashtag> hairy cunt creampied <url>
911,3,0,3,0,1,<hashtag> | <hashtag> | korean girlfriend pussy <url>
912,3,0,3,0,1,<hashtag> | <hashtag> | Latina chick gets her pussy pumped <url>
913,3,0,3,0,1,<hashtag> | <hashtag> | Latina mature Big pussy <url>
914,3,0,3,0,1,<hashtag> | <hashtag> | Latina with tight pussy <url>
915,3,0,3,0,1,<hashtag> | <hashtag> | Lesbian girl eating pussy <url>
916,3,0,3,0,1,<hashtag> | <hashtag> | Bitch in lingerie getting her wet cunt pounded <url>
917,3,0,3,0,1,<hashtag> | <hashtag> | A very hot black tranny is mastu <url>
918,3,0,3,0,1,<hashtag> | <hashtag> | Old bitch pleases hot-looking young stud <url>
919,3,0,3,0,1,<hashtag> | <hashtag> | german milf getting young and old cock in her pussy <url>
920,3,0,3,0,1,<hashtag> | <hashtag> | Small tits ghetto whore fucking with not her stepdad <url>
921,3,0,1,2,2,<hashtag> | <hashtag> | Cutie lesbian teens toy slits <url>
923,3,0,3,0,1,<hashtag> | <hashtag> | Hairy Alicia Silver &amp; Tinslee Reagan hairy pussy &<hashtag> | <url>
924,3,0,3,0,1,<hashtag> | <hashtag> | homemade pussy eating &<hashtag> <url> <url>
925,3,0,0,3,2,<hashtag> <hashtag> RT <user> The Xbox One would be so much cooler if they put a bird on it
926,3,0,3,0,1,"<hashtag> RT <user> RT <user> RT <user> RT <user> Don't tell me if my gf was a hoe before me, if I'm happy."
927,3,0,2,1,1,<hashtag> if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them
928,3,0,1,2,2,<hashtag> tow truck. <hashtag> <hashtag> <hashtag> <url>
929,3,0,0,3,2,"<hashtag> Its The Grape Crackhead, Charlie Brown!"
930,3,0,1,2,2,<hashtag> has a highschool graduation rate near <number>% and that's why they have so many uninformed <hashtag> <hashtag>
931,6,0,1,5,2,<hashtag> would last 15mins if they let the President talk all that standing up clapping is for the birds
932,3,0,3,0,1,<hashtag> me being a bad bitch <url>
933,4,0,1,3,2,<hashtag> my precious gook baby &<hashtag> <user> <url>
934,3,0,3,0,1,<hashtag> to when i used to be good at rapping...now ima bitch &<hashtag> <url>
935,3,0,0,3,2,<hashtag> when i took my likkle monkey jimmys <url>
936,3,1,0,2,2,"<hashtag> state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much <hashtag>"
937,3,0,3,0,1,<hashtag> to being bitches &amp; drinking Mikes bc we sucked <user> <url>
938,3,0,0,3,2,<hashtag> - rough mock for the base of what will eventually be an ashtray @ Tiki Ti <url>
939,3,0,3,0,1,<hashtag> my bitch <user> <url>
940,3,0,3,0,1,<hashtag> Nah we not gonna sit down we gonna walk it out bitch.
941,3,1,2,0,1,<hashtag> bitch get naked. Works <number> times out of <number> if she's drunk <emoticon>
942,3,0,1,2,2,<hashtag> loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!
943,3,0,2,1,1,<hashtag> <hashtag> <url>
944,3,1,2,0,1,<hashtag> bitch!
945,3,0,3,0,1,<hashtag> all the bad bitches &<hashtag>
946,3,0,3,0,1,<hashtag> bitch &<hashtag> <user> <url>
947,3,0,3,0,1,"<hashtag> ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy"
948,3,0,3,0,1,<hashtag> sick of guys who sing like pussies. Where are the rock type men?
949,3,0,3,0,1,<hashtag> if u a real bitch!
950,3,0,3,0,1,$<number> bid to go on a date with Zack Morris oh that dreamy son of a bitch
951,3,0,3,0,1,"$<number> bud Lites and $<number> well shots at the bar tn, plus I'm giving away a trip to Las Vegas. So if you're not a cunt come visit me at Bourbon St"
952,3,0,3,0,1,"$<number> torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuck it"
953,3,0,0,3,2,"&<hashtag> RT <user> ""Killer line?"" <user> Josh Smith dropped a killer trash talk line on Kenneth <url>"
954,3,0,3,0,1,&<hashtag> RT <user> RT <user> A piece of pussy <url>
955,3,0,3,0,1,"&<hashtag> RT <user> I love salad RT&<hashtag> Anyway fuck you hoes, eat a salad.&<hashtag>"
956,3,0,0,3,2,&<hashtag> plus Sheryl crow <url>
957,3,0,3,0,1,&<hashtag> RT <user> Every bitch n my passenger seat I dun fucked at least one time
958,3,0,0,3,2,&<hashtag> &<hashtag> its true that the early bird.. gets the worm first!&<hashtag>
959,3,0,2,1,1,&<hashtag> dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.
960,3,0,3,0,1,&<hashtag> RT <user> This hoe got a school shirt on sucking dick &<hashtag>
961,6,1,5,0,1,&<hashtag> RT <user> A lotta fck niggas on this here Twitter. Really be talking like bitches.
962,3,1,2,0,1,&<hashtag> RT <user> These bitches started shooting at my party. Fuck New Orleans
963,3,0,3,0,1,&<hashtag> bitches giving back rubs ?
964,3,1,2,0,1,&<hashtag> been a coon grew up with bokoo coons tho but never was <number> I did some coon shit tho
965,3,1,2,0,1,"&<hashtag> RT <user> Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &<hashtag> Yep Fucboy"
966,6,0,6,0,1,&<hashtag> RT <user> <hashtag> watching niggers fight on YouTube/Vine/IG
967,3,0,3,0,1,&<hashtag> RT <user> Don't like me ??? Have a &<hashtag> the rest of the bitches waiting for me to give a fuck &<hashtag>
968,3,1,2,0,1,&<hashtag> RT <user> I'd rather be called nigger than a uncle tom or a mark
969,3,0,3,0,1,&<hashtag> <user> Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh
971,3,0,1,2,2,&<hashtag> hi-ho <url>
973,3,0,3,0,1,&<hashtag> <user> One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!
974,3,0,2,1,1,"&<hashtag> congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. <hashtag>"
975,3,0,3,0,1,&<hashtag> got ur bitch tip toeing on my marble floors.......
976,3,1,2,0,1,"&<hashtag> - &<hashtag> omg just thinccin of you makes me laugh, we use to STAY talking shit in 3rd period, you cute, &amp; you my bitch &<hashtag>"
977,3,0,3,0,1,&<hashtag> you needa stop sucking dick hoe &<hashtag>
978,3,0,3,0,1,"&<hashtag> RT <user> ""OMG LIL B FOLLOWED ME YAS"" 

bitch he follow everybody shut yo ass up"
979,3,0,2,1,1,&<hashtag> RT <user> &<hashtag> &<hashtag> hop off hoe. RT <user> Come on <user> &<hashtag>
980,3,0,3,0,1,&<hashtag> lmao my nigga . Let's go half on a weed brownie &<hashtag> we will be laughing hard as hell in senior seminar
981,3,0,3,0,1,&<hashtag> &amp; if you ain't a ho get up out my trap house.
982,3,0,3,0,1,&<hashtag> - ugh bitch I love you &amp; that A S S &<hashtag> your just simply FLAWLESS &<hashtag> I remember when you cute a peice of your hair hella short &<hashtag>
983,3,0,3,0,1,"&<hashtag> pussy ride dick like she a Jamaican / \ / &<hashtag> 
. */. &<hashtag> |. &<hashtag> ! &<hashtag> | &gt; \ 
&<hashtag> $. / &<hashtag> ; &<hashtag> ) &amp;&<hashtag>"
984,3,0,3,0,1,&<hashtag> on the pussy <url>
985,3,0,3,0,1,&<hashtag> RT <user> Loyal pussy .
986,3,0,3,0,1,&<hashtag> my bitch &<hashtag>
987,3,0,3,0,1,&<hashtag> is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !
988,3,2,1,0,0,&<hashtag> &<hashtag> Racist all month .. Fuck u honkey&<hashtag>
989,3,0,3,0,1,"&<hashtag> Gucci b having me on my rude shit&<hashtag> Lol that's not nice ""<user> "" that bitch aint worth a quarter """"&<hashtag>"
990,3,1,2,0,1,&<hashtag> RT <user> Mimi too old to be covering her titties during sex&<hashtag> bitch you childish
991,3,2,1,0,0,&<hashtag> RT <user> LMFAO RT <user> If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot
992,3,0,3,0,1,&<hashtag> bruh these hoes gotta be stupid.
993,3,0,3,0,1,&<hashtag> &<hashtag> SOMEBODY GONNA DIE &<hashtag> RT <user> <user> &<hashtag> theres a bitch on NJT setting up a lean as we tweet&<hashtag>
994,3,0,3,0,1,&<hashtag> &<hashtag> &<hashtag> &<hashtag> Y'all have boring sex.&<hashtag> Nope.. I lick the side of my bitch face when I'm hittin it from the back&<hashtag>
995,3,1,2,0,1,&<hashtag> &<hashtag> Of course cooder's nudes are trash. She lives in the DMV what did you expect? &<hashtag>
996,3,0,3,0,1,&<hashtag> My stomach in pain like a mufucka RT <user> This the nigga that's rating bitches <number>/<number>? <url>
997,3,0,3,0,1,&<hashtag> bitches get stuff done. <url>
998,3,2,1,0,0,&<hashtag> fucc nicca yu pose to be pullin up
999,3,0,0,3,2,&<hashtag> man i hope so! RT <user> <user> did we get rid of John Legend looking Charlie Batch?
1000,3,0,0,3,2,&<hashtag> mike calls me t-bird <user>
1001,3,1,2,0,1,"&<hashtag> niggas sending screenshots of me to they bitches like "" stop texting cuh "" &<hashtag>"
1002,3,0,3,0,1,&<hashtag> this white bitch think she miley cyrus &<hashtag> <url>
1003,3,0,3,0,1,&<hashtag> &<hashtag> i seen a thot ass bitch in some high top whites&<hashtag>
1004,3,1,2,0,1,&<hashtag> Nicca gotta team full of worsum hoes
1005,6,0,6,0,1,"&<hashtag> RT &<hashtag> this hoe just DM'd me sayin ""never give up in your dreams""...fuckin fortune cookie ass hoe, fuck out my DM's&<hashtag>"
1006,3,1,2,0,1,&<hashtag> RT <user> When a dyke get pregnant by mistake &gt;&gt;&gt;&gt;&gt;
1007,3,0,3,0,1,"&<hashtag> RT<user> ""bitch i know you got games on your phone"" <url>"
1008,3,0,3,0,1,&<hashtag> bitch my lrt
1009,3,0,3,0,1,&<hashtag> burnt pussy lips
1010,3,2,1,0,0,"&<hashtag> i just said that RT <user> My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg"
1011,3,0,3,0,1,&<hashtag> nah if you round me you do Molly &<hashtag> Only bitches with no nigga do Mollies...&<hashtag>
1012,3,1,2,0,1,&<hashtag> played that nigga smh &<hashtag> bitches are so shady... oh my god &<hashtag> <url>
1013,3,0,3,0,1,&<hashtag> &<hashtag> &<hashtag> No bitch go away &<hashtag> <user> <user> <user> tu puta madre <user>
1014,6,0,6,0,1,&<hashtag> <user> bitch was mad af <url>
1015,3,0,3,0,1,&<hashtag> I hate you! RT <user> Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.
1016,3,0,3,0,1,&<hashtag> RT <user> when you're trying to relax but your pussy is shooting out light beams <url>
1017,3,0,3,0,1,&<hashtag> RT <user> Murda out here sucking bitches &<hashtag> <hashtag>
1018,3,0,3,0,1,&<hashtag> bitch if you're the hobbit you need to let me know right now &<hashtag>
1019,3,0,2,1,1,&<hashtag> these folks so bad. I'm just here to talk trash.
1020,6,0,6,0,1,&<hashtag> brittany bitch u my dog man &<hashtag>
1021,3,1,2,0,1,&<hashtag> RT <user> <user> smh bitch sellin her ass
1022,3,0,3,0,1,"&<hashtag> That pussy is just....&<hashtag> imma assume she just had a baby like..the day before"""
1023,3,1,2,0,1,"&<hashtag> you a faggot if you eat pork chops."""
1024,3,0,3,0,1,&<hashtag> RT <user> McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down
1025,3,1,2,0,1,&<hashtag> <user> Mexican bitches shaped like silly puddy!
1026,3,1,2,0,1,&<hashtag> <user> You a hoe if ya grandma got a tattoo.
1027,3,0,3,0,1,&<hashtag> <user> cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches
1029,3,2,1,0,0,&<hashtag> <user> Them 1st <number> Charlotte goon niccas gon Fk around and burn Bank Of America stadium down&<hashtag>
1030,3,0,3,0,1,"&<hashtag> My fucking god bruh, the birds from southridge are in front of my house.&<hashtag>"
1031,3,0,3,0,1,&<hashtag> I have to explore the pussy out there <user> <url>
1032,3,0,3,0,1,"&<hashtag> RT <user> RT <user> Lmfao ""<user> WTF kinda pussy my mom think I got, buying this shit. &<hashtag> <url>"
1033,6,0,5,1,1,&<hashtag> RT <user> Hood hoes love Harrell football team&<hashtag>
